id,reference
0, 27.64332390
1, 21.63805008
2, 68.57399750
3, 55.58955002
4, 54.46477509
5, 67.50614166
6, 46.09999847
7, 94.52867126
8, 23.14955521
9, 50.66664886
10, 36.01509476
11, 68.87023926
12, 55.40806961
13, 32.76113510
14, 26.70945168
15, 15.72596550
16, 37.35594940
17, 44.12456894
18, 23.16219711
19, 94.43210602
20, 44.65144348
21, 79.09564972
22, 56.29540253
23, 28.04370689
24, 56.01395416
25, 32.01050186
26, 36.18806458
27, 83.92408752
28, 41.07516098
29, 15.24272346
30, 77.74968719
31, 52.06584167
32, 96.90596008
33, 38.73675919
34, 48.72226715
35, 32.98694229
36, 30.90034103
37, 79.98928070
38, 64.94960785
39, 55.29996872
40, 18.80078506
41, 35.97507477
42, 86.30087280
43, 30.92644691
44, 45.62684631
45, 84.06610870
46, 54.87062073
47, 61.03505325
48, 37.38864136
49, 92.78234100
50, 90.38439178
51, 79.02011108
52, 47.72841263
53, 63.58926010
54, 34.80744171
55, 32.07833862
56, 49.86075211
57, 48.28435135
58, 49.74429703
59, 39.16114426
60, 40.01758194
61, 35.22251511
62, 75.37987518
63, 48.57436371
64, 33.95151520
65, 50.25553513
66, 42.83618164
67, 53.78046799
68, 56.74291611
69, 49.63843155
70, 77.19840240
71, 65.12172699
72, 55.57662201
73, 29.94337082
74, 38.16919708
75, 35.11142731
76, 50.78813171
77, 39.36559296
78, 41.58235168
79, 16.40801239
80, 59.38829041
81, 19.38140869
82, 55.57363510
83, 35.84233856
84, 21.64124489
85, 36.26795197
86, 66.78820801
87, 88.17221832
88, 70.48027039
89, 68.75370789
90, 28.20096207
91, 49.01337433
92, 73.87746429
93, 80.16144562
94, 61.21410751
95, 20.94113541
96, 40.10435486
97, 53.03487015
98, 50.60348892
99, 56.94150162
100, 33.81031799
101, 9.90986156
102, 27.43769264
103, 71.18738556
104, 88.22308350
105, 29.67921066
106, 26.67474937
107, 68.18207550
108, 28.98061562
109, 16.51921844
110, 35.13655090
111, 43.84256363
112, 68.35412598
113, 32.90684509
114, 28.37143707
115, 25.93936920
116, 12.46702576
117, 50.99493790
118, 92.19673157
119, 31.03366661
120, 59.10265732
121, 6.78828001
122, 25.31421280
123, 32.82078934
124, 91.70194244
125, 83.73346710
126, 10.29707527
127, 88.94908142
128, 54.92459869
129, 12.04561996
130, 13.25254059
131, 28.65682411
132, 53.11232376
133, 47.45941544
134, 87.76514435
135, 27.00518608
136, 78.56295776
137, 50.60551071
138, 92.21289062
139, 67.82760620
140, 24.48652840
141, 50.59376144
142, 46.90645981
143, 34.85395050
144, 20.38940430
145, 36.41245270
146, 26.23363113
147, 19.85535049
148, 13.11958694
149, 69.35061646
150, 84.64427185
151, 52.26705170
152, 50.19131470
153, 75.79789734
154, 83.39518738
155, 45.64907837
156, 38.04494476
157, 54.46147919
158, 14.86522102
159, 57.08424377
160, 28.66669464
161, 32.57456207
162, 13.69902706
163, 76.46677399
164, 48.87130737
165, 85.03945160
166, 9.07866955
167, 69.20582581
168, 29.79636574
169, 92.37261200
170, 49.06416702
171, 42.97171402
172, 50.27266693
173, 30.66332626
174, 23.80815315
175, 37.84331131
176, 62.10621262
177, 80.31730652
178, 52.28915405
179, 22.38456726
180, 25.26939201
181, 86.60892487
182, 68.86507416
183, 24.74449730
184, 83.95424652
185, 52.99508667
186, 38.20321655
187, 30.46372604
188, 21.38778496
189, 36.54755783
190, 16.80296898
191, 58.33167267
192, 26.74254036
193, 43.57076645
194, 31.27879715
195, 32.76094818
196, 85.13197327
197, 82.68327332
198, 74.67698669
199, 41.78811646
200, 57.85733795
201, 31.06825829
202, 29.51124573
203, 33.58837128
204, 39.56821823
205, 80.04562378
206, 50.58209229
207, 55.58568954
208, 15.34224892
209, 73.56413269
210, 66.65809631
211, 43.71874237
212, 30.39760780
213, 32.27140427
214, 73.47940063
215, 65.57443237
216, 36.49926376
217, 78.09220123
218, 30.31351852
219, 34.28073120
220, 53.11270523
221, 6.36286020
222, 15.74193764
223, 81.35490417
224, 39.78720093
225, 7.49492073
226, 31.80019569
227, 22.78372192
228, 45.85366058
229, 16.47773933
230, 37.73369980
231, 32.61079788
232, 37.45079422
233, 51.59119034
234, 49.79968262
235, 74.34008789
236, 43.59713745
237, 61.96009445
238, 31.40435028
239, 26.20877075
240, 44.19024658
241, 57.39831161
242, 9.14292622
243, 54.54225159
244, 35.37528992
245, 70.65707397
246, 8.14797783
247, 34.01412582
248, 16.49511337
249, 91.08037567
250, 34.88348389
251, 29.30950546
252, 40.31154633
253, 82.45451355
254, 69.41069794
255, 86.49379730
256, 63.43219757
257, 12.27960682
258, 35.25635529
259, 56.05647278
260, 49.59106064
261, 43.16480637
262, 79.36056519
263, 47.22007370
264, 82.02702332
265, 30.86999130
266, 31.20081329
267, 77.68347168
268, 53.85861588
269, 56.07999802
270, 38.19580841
271, 41.38339233
272, 66.63523102
273, 27.03497696
274, 29.25890923
275, 78.36067200
276, 72.48484802
277, 27.39226532
278, 13.62444687
279, 12.39431286
280, 26.22906685
281, 20.92300224
282, 53.29892731
283, 81.17573547
284, 24.80760956
285, 65.58205414
286, 29.43425179
287, 88.51547241
288, 30.78942871
289, 27.59230614
290, 27.00209427
291, 77.40555573
292, 35.15655136
293, 20.79123116
294, 23.81361961
295, 80.87728882
296, 35.84580994
297, 42.84184265
298, 39.65222549
299, 82.53825378
300, 54.38568115
301, 13.59855938
302, 71.91932678
303, 57.69688797
304, 46.71826935
305, 28.24012756
306, 82.92704773
307, 17.78960419
308, 11.47305489
309, 48.55068207
310, 53.68424606
311, 31.80049706
312, 14.93518353
313, 26.69131660
314, 81.54287720
315, 41.60420609
316, 82.23157501
317, 51.68879318
318, 47.96519852
319, 96.45309448
320, 35.33795547
321, 46.36241913
322, 23.93541527
323, 21.89065170
324, 82.22331238
325, 32.92766953
326, 40.00516510
327, 13.09155273
328, 59.15082169
329, 22.37196159
330, 38.35359192
331, 38.45057297
332, 66.18291473
333, 60.81902313
334, 29.78313446
335, 82.04436493
336, 54.81028366
337, 25.51064682
338, 51.58941269
339, 10.94151402
340, 44.31793594
341, 66.70799255
342, 53.44487000
343, 44.18812561
344, 14.86254597
345, 38.28663635
346, 37.45198822
347, 30.80797386
348, 35.89007568
349, 65.50424957
350, 94.40187836
351, 19.99729156
352, 21.14153481
353, 33.41805267
354, 71.82081604
355, 26.00917625
356, 67.46964264
357, 31.41535568
358, 76.81871796
359, 40.68568420
360, 56.39480209
361, 67.47296906
362, 37.06000900
363, 11.96415234
364, 79.08498383
365, 49.59535599
366, 32.24269104
367, 87.48653412
368, 58.03915787
369, 30.47634125
370, 41.12838364
371, 76.75879669
372, 75.45614624
373, 47.98512650
374, 32.09867859
375, 68.40338135
376, 20.55644989
377, 44.45739365
378, 50.28225327
379, 72.60706329
380, 31.94809532
381, 25.80286026
382, 52.69386292
383, 52.35070419
384, 17.82376099
385, 37.20877457
386, 42.74262238
387, 46.99345016
388, 58.00177383
389, 74.22422028
390, 69.14061737
391, 58.53224945
392, 71.65797424
393, 27.14151955
394, 35.85371780
395, 37.94640732
396, 43.83714676
397, 28.28589249
398, 25.39019203
399, 35.73513412
400, 31.75121880
401, 93.84159088
402, 45.46418381
403, 14.70228004
404, 15.07291508
405, 67.18994141
406, 50.08164215
407, 40.75481033
408, 36.86834335
409, 55.78296280
410, 41.68242264
411, 11.22287273
412, 20.78338242
413, 55.16680908
414, 93.92475128
415, 20.36359215
416, 79.81121063
417, 74.69869232
418, 50.14480972
419, 25.78787804
420, 82.06095886
421, 45.02910233
422, 57.46598816
423, 32.17568588
424, 30.80231667
425, 95.04708099
426, 26.51324463
427, 28.37166214
428, 75.74030304
429, 51.84653091
430, 76.00187683
431, 28.84947777
432, 47.98431015
433, 76.57924652
434, 60.52219009
435, 34.53596115
436, 51.55390167
437, 24.94620514
438, 34.39241028
439, 31.81714439
440, 77.04737091
441, 89.10872650
442, 49.62218094
443, 48.38527298
444, 67.08863068
445, 34.41973495
446, 72.85263824
447, 54.62723160
448, 77.83870697
449, 37.84718704
450, 49.15456390
451, 48.61547089
452, 46.72278214
453, 85.71512604
454, 33.92064667
455, 29.65609550
456, 32.07049179
457, 40.04163361
458, 13.01992989
459, 25.64730453
460, 30.27567673
461, 17.48049164
462, 32.21067429
463, 40.54837799
464, 32.75164032
465, 90.92420197
466, 27.91088104
467, 27.74245453
468, 74.70137024
469, 59.13619614
470, 32.57033920
471, 50.30971909
472, 37.49102020
473, 24.47078896
474, 42.86851120
475, 65.67725372
476, 41.78007507
477, 51.77514267
478, 35.32301331
479, 46.38295746
480, 24.38500595
481, 27.92458153
482, 50.29532242
483, 91.80917358
484, 50.94511414
485, 51.71588135
486, 23.45139885
487, 39.05058289
488, 46.74362946
489, 16.48923683
490, 31.24758148
491, 22.64403725
492, 15.28369331
493, 32.77101135
494, 93.18173218
495, 38.63086700
496, 71.43594360
497, 31.22607040
498, 58.33097076
499, 53.56516647
500, 23.26161766
501, 40.05421066
502, 31.84594536
503, 87.63247681
504, 25.04168510
505, 33.08371735
506, 31.64460182
507, 78.19778442
508, 35.25915909
509, 85.83058929
510, 86.23177338
511, 39.78518677
512, 33.30182648
513, 18.94672585
514, 44.28433609
515, 57.16890717
516, 40.37653351
517, 46.82592392
518, 17.47760773
519, 55.37882996
520, 18.96076202
521, 46.75845718
522, 83.49298096
523, 29.65456963
524, 32.09719849
525, 57.35299301
526, 29.60253334
527, 77.76935577
528, 66.86413574
529, 77.76377106
530, 83.42493439
531, 26.34868622
532, 60.14911652
533, 21.53229523
534, 8.68906879
535, 8.75564098
536, 87.72965240
537, 49.56909943
538, 19.77089119
539, 13.81596947
540, 48.17501831
541, 54.79615784
542, 30.65145493
543, 43.66548920
544, 29.86315155
545, 20.69580650
546, 23.72515106
547, 57.12096405
548, 29.71931839
549, 30.82799911
550, 31.65145874
551, 75.63379669
552, 47.71038818
553, 76.62805176
554, 89.48245239
555, 16.61130524
556, 90.70278931
557, 59.15563965
558, 45.04954529
559, 56.66580963
560, 36.88231277
561, 75.83709717
562, 17.04414368
563, 92.06903839
564, 41.00571823
565, 43.47715378
566, 15.55775261
567, 85.67490387
568, 42.73801422
569, 58.79034042
570, 43.70506287
571, 25.77291489
572, 30.36485863
573, 30.40341187
