id,reference
0, 29.78120041
1, 20.85868263
2, 68.95050049
3, 56.85910416
4, 53.74127579
5, 68.72526550
6, 46.17108917
7, 90.97554016
8, 22.15222931
9, 51.72642899
10, 36.46027756
11, 70.83792114
12, 53.72692490
13, 33.14158249
14, 29.34511185
15, 16.41565514
16, 36.47279358
17, 43.98627472
18, 23.47656822
19, 94.60222626
20, 45.60318375
21, 77.48501587
22, 57.80150604
23, 25.97529984
24, 56.07784271
25, 30.89487267
26, 36.66474915
27, 82.70061493
28, 40.22938919
29, 14.56261826
30, 77.94638824
31, 49.62487411
32, 97.47607422
33, 39.43482590
34, 48.74968338
35, 33.94303513
36, 30.34925842
37, 79.24707031
38, 65.59948730
39, 56.30161285
40, 18.63373947
41, 37.19753265
42, 84.91820526
43, 31.90610695
44, 45.70428085
45, 85.17972565
46, 55.33113480
47, 62.75104904
48, 38.12972641
49, 92.46908569
50, 89.32162476
51, 79.23258209
52, 48.26839066
53, 61.58007812
54, 35.89815140
55, 30.02845001
56, 48.20317841
57, 48.32464981
58, 49.37886429
59, 39.40684891
60, 40.31294250
61, 35.38348770
62, 74.12256622
63, 48.41222763
64, 34.74076843
65, 50.35898972
66, 42.19827652
67, 53.69356537
68, 56.73068619
69, 51.11280441
70, 76.77136230
71, 66.35685730
72, 56.40673828
73, 28.60808945
74, 36.99337769
75, 36.55307388
76, 51.40719986
77, 40.23929977
78, 39.57982254
79, 17.07064438
80, 60.49870300
81, 20.87587166
82, 57.41408157
83, 34.51752472
84, 20.46306992
85, 36.75005722
86, 68.50267029
87, 87.95420074
88, 67.78437805
89, 68.53103638
90, 28.27445602
91, 50.46656418
92, 75.21190643
93, 80.03646851
94, 64.09903717
95, 20.18885422
96, 40.03091812
97, 52.93880463
98, 51.47889709
99, 56.74201584
100, 32.97404480
101, 9.51222324
102, 27.94712639
103, 71.20802307
104, 85.98802948
105, 30.36748505
106, 28.08548355
107, 67.56533051
108, 31.36507416
109, 16.53036690
110, 35.02494431
111, 44.60723495
112, 68.89855194
113, 33.15543747
114, 28.00268555
115, 26.51606941
116, 13.20006847
117, 51.38241959
118, 92.02580261
119, 30.29790497
120, 59.57654190
121, 4.51808596
122, 23.26135254
123, 32.74866486
124, 92.34678650
125, 83.12361145
126, 9.66195393
127, 88.71662903
128, 54.23073578
129, 11.52887630
130, 14.17015171
131, 29.21833229
132, 54.59881210
133, 47.86953354
134, 88.20517731
135, 22.98337555
136, 78.23012543
137, 51.61361694
138, 94.23753357
139, 69.92057800
140, 25.15763283
141, 49.82267380
142, 46.43717194
143, 36.85214233
144, 21.03625298
145, 36.41115952
146, 28.42216110
147, 20.14870644
148, 13.89789963
149, 71.15115356
150, 83.73974609
151, 52.60535431
152, 50.83967972
153, 75.34314728
154, 82.48434448
155, 45.00253296
156, 38.83924484
157, 53.69643021
158, 15.21408176
159, 55.87273788
160, 30.75605392
161, 32.37189865
162, 15.05399799
163, 76.64391327
164, 44.29487228
165, 83.47896576
166, 8.96497440
167, 69.62876892
168, 29.45389557
169, 93.00250244
170, 50.71508789
171, 42.42529297
172, 48.68300247
173, 30.53364944
174, 23.31531906
175, 36.98284531
176, 62.77740097
177, 80.28115845
178, 53.47608566
179, 25.47626686
180, 25.43921852
181, 85.61460876
182, 68.06809998
183, 22.19433403
184, 84.89837646
185, 53.56480789
186, 37.12572861
187, 27.93276405
188, 22.24401855
189, 37.11217117
190, 16.51666832
191, 60.22542191
192, 25.53630257
193, 44.68604279
194, 32.47682190
195, 33.00293350
196, 85.09420776
197, 82.08213806
198, 74.62185669
199, 40.26596069
200, 57.65906143
201, 32.94234848
202, 27.68334961
203, 33.46813583
204, 39.87472153
205, 79.02754211
206, 49.71765137
207, 57.81964111
208, 16.36122894
209, 70.88983917
210, 62.37057877
211, 44.45463562
212, 30.71986008
213, 31.94742393
214, 73.76169586
215, 63.75924301
216, 36.77951431
217, 78.11947632
218, 31.61745453
219, 32.48196793
220, 54.92226791
221, 4.31537771
222, 15.18484879
223, 80.25320435
224, 39.79272079
225, 6.96712255
226, 31.37070274
227, 22.74372101
228, 47.14618301
229, 15.48670292
230, 38.75271225
231, 32.23603439
232, 38.58209610
233, 51.36590958
234, 49.41365051
235, 75.95493317
236, 43.63518906
237, 61.76659393
238, 31.47045135
239, 25.76190376
240, 42.75103760
241, 55.78274155
242, 9.12808609
243, 56.19873810
244, 33.03731918
245, 69.03551483
246, 8.55520630
247, 31.23660660
248, 17.81340790
249, 91.60923767
250, 34.20917130
251, 29.48718071
252, 39.77476120
253, 82.35305023
254, 69.96045685
255, 87.08956909
256, 63.54260254
257, 11.21627522
258, 35.14744949
